,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
7153,53,Real Estate and Rental and Leasing,37-2012,Maids and Housekeeping Cleaners,detailed,27730,3.9,1.29,2,12.65,26310,1.9,8.73,9.84,11.49,14.08,18.17,18160,20460,23900,29280,37790,,
7154,53,Real Estate and Rental and Leasing,37-2019,"Building Cleaning Workers, All Other",detailed,130,20.1,0.01,~,13.29,27650,4.2,10.11,11.6,13.31,14.78,16.41,21020,24120,27690,30740,34140,,
7155,53,Real Estate and Rental and Leasing,37-2020,Pest Control Workers,broad,30,22.1,0,~,16.7,34740,5.2,12.08,13.61,15.59,19.75,23.09,25120,28310,32430,41080,48020,,
7156,53,Real Estate and Rental and Leasing,37-2021,Pest Control Workers,detailed,30,22.1,0,~,16.7,34740,5.2,12.08,13.61,15.59,19.75,23.09,25120,28310,32430,41080,48020,,
7157,53,Real Estate and Rental and Leasing,37-3000,Grounds Maintenance Workers,minor,30330,3.3,1.41,~,14.17,29470,0.9,9.64,10.87,13.11,16.39,20.49,20040,22610,27260,34100,42610,,
7158,53,Real Estate and Rental and Leasing,37-3010,Grounds Maintenance Workers,broad,30330,3.3,1.41,~,14.17,29470,0.9,9.64,10.87,13.11,16.39,20.49,20040,22610,27260,34100,42610,,
7159,53,Real Estate and Rental and Leasing,37-3011,Landscaping and Groundskeeping Workers,detailed,28460,3.4,1.33,3,14.05,29220,0.8,9.6,10.83,13.02,16.2,20.24,19980,22530,27080,33700,42090,,
7160,53,Real Estate and Rental and Leasing,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,170,46.2,0.01,~,16.7,34740,5.2,11.03,14.22,16.63,18.46,21.13,22930,29580,34600,38390,43940,,
7161,53,Real Estate and Rental and Leasing,37-3013,Tree Trimmers and Pruners,detailed,**,**,**,~,25.59,53230,2.6,19.84,22.42,25.87,28.7,30.43,41260,46630,53800,59690,63290,,
7162,53,Real Estate and Rental and Leasing,37-3019,"Grounds Maintenance Workers, All Other",detailed,1670,17.8,0.08,~,15.75,32760,6.5,10.13,11.45,14.26,17.9,24,21080,23830,29660,37230,49910,,
7163,53,Real Estate and Rental and Leasing,39-0000,Personal Care and Service Occupations,major,22370,4.7,1.04,1,14.92,31040,1.5,9.23,10.73,13.31,18.22,23.13,19190,22320,27680,37900,48120,,
7164,53,Real Estate and Rental and Leasing,39-1000,Supervisors of Personal Care and Service Workers,minor,910,10.1,0.04,~,20.51,42660,3.4,12,14.6,18.86,23.87,31.99,24950,30370,39230,49650,66540,,
7165,53,Real Estate and Rental and Leasing,39-1020,First-Line Supervisors of Personal Service Workers,broad,910,10.1,0.04,~,20.51,42660,3.4,12,14.6,18.86,23.87,31.99,24950,30370,39230,49650,66540,,
7166,53,Real Estate and Rental and Leasing,39-1021,First-Line Supervisors of Personal Service Workers,detailed,910,10.1,0.04,~,20.51,42660,3.4,12,14.6,18.86,23.87,31.99,24950,30370,39230,49650,66540,,
7167,53,Real Estate and Rental and Leasing,39-2000,Animal Care and Service Workers,minor,30,39.7,0,~,11.76,24450,13.1,8.07,9.11,11.02,14.08,17.66,16790,18950,22920,29280,36730,,
7168,53,Real Estate and Rental and Leasing,39-2020,Nonfarm Animal Caretakers,broad,30,39.7,0,~,11.76,24450,13.1,8.07,9.11,11.02,14.08,17.66,16790,18950,22920,29280,36730,,
7169,53,Real Estate and Rental and Leasing,39-2021,Nonfarm Animal Caretakers,detailed,30,39.7,0,~,11.76,24450,13.1,8.07,9.11,11.02,14.08,17.66,16790,18950,22920,29280,36730,,
7170,53,Real Estate and Rental and Leasing,39-3000,Entertainment Attendants and Related Workers,minor,5050,9.7,0.24,~,12.2,25370,3.2,8.42,9.2,11.16,13.73,18.46,17520,19140,23210,28550,38390,,
7171,53,Real Estate and Rental and Leasing,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,1240,18.6,0.06,~,14.31,29760,4.7,10.1,11.56,13.22,15.38,21.19,21020,24050,27500,31990,44070,,
7172,53,Real Estate and Rental and Leasing,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,1240,18.6,0.06,~,14.31,29760,4.7,10.1,11.56,13.22,15.38,21.19,21020,24050,27500,31990,44070,,
7173,53,Real Estate and Rental and Leasing,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,3810,11.3,0.18,~,11.51,23930,2.9,8.27,8.98,10.33,12.37,17.31,17200,18670,21490,25740,36010,,
7174,53,Real Estate and Rental and Leasing,39-3091,Amusement and Recreation Attendants,detailed,3540,11.3,0.16,~,11.52,23970,3,8.29,8.99,10.34,12.37,17.44,17230,18700,21500,25740,36270,,
7175,53,Real Estate and Rental and Leasing,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,70,36.4,0,~,11.29,23490,3.2,9.05,10.04,11.1,12.34,14.31,18830,20880,23090,25670,29770,,
7176,53,Real Estate and Rental and Leasing,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,**,**,**,~,10.59,22020,7.5,7.97,8.49,9.34,11.53,15.78,16580,17650,19430,23990,32810,,
7177,53,Real Estate and Rental and Leasing,39-5000,Personal Appearance Workers,minor,**,**,**,~,16.52,34350,4.5,10.64,13.99,16.9,18.6,19.65,22120,29110,35140,38690,40860,,
7178,53,Real Estate and Rental and Leasing,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,**,**,**,~,16.75,34850,4.7,11.24,14.64,17.01,18.66,19.67,23380,30440,35380,38810,40920,,
7179,53,Real Estate and Rental and Leasing,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,**,**,**,~,16.75,34850,4.7,11.24,14.64,17.01,18.66,19.67,23380,30440,35380,38810,40920,,
7180,53,Real Estate and Rental and Leasing,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,8810,6.8,0.41,~,16.49,34310,2.2,10.2,12.03,15.57,20.45,23.81,21210,25020,32380,42550,49520,,
7181,53,Real Estate and Rental and Leasing,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,8810,6.8,0.41,~,16.49,34310,2.2,10.2,12.03,15.57,20.45,23.81,21210,25020,32380,42550,49520,,
7182,53,Real Estate and Rental and Leasing,39-6011,Baggage Porters and Bellhops,detailed,1630,17.1,0.08,~,13.18,27420,2.7,9.55,10.61,12.48,14.92,18.07,19870,22070,25960,31020,37580,,
7183,53,Real Estate and Rental and Leasing,39-6012,Concierges,detailed,7180,7.3,0.33,~,17.25,35870,2.3,10.52,12.63,16.81,21.37,24.19,21880,26270,34960,44450,50320,,
7184,53,Real Estate and Rental and Leasing,39-7000,Tour and Travel Guides,minor,330,16.2,0.02,~,13.65,28390,4.6,9.23,10.01,12.84,15.66,20.75,19200,20820,26700,32560,43170,,
7185,53,Real Estate and Rental and Leasing,39-7010,Tour and Travel Guides,detailed,330,16.2,0.02,~,13.65,28390,4.6,9.23,10.01,12.84,15.66,20.75,19200,20820,26700,32560,43170,,
7186,53,Real Estate and Rental and Leasing,39-7010,Tour and Travel Guides,broad,330,16.2,0.02,~,13.65,28390,4.6,9.23,10.01,12.84,15.66,20.75,19200,20820,26700,32560,43170,,
7187,53,Real Estate and Rental and Leasing,39-9000,Other Personal Care and Service Workers,minor,7160,9.6,0.33,~,14.27,29670,2.4,9.46,10.61,12.39,16.03,22.27,19680,22080,25780,33330,46320,,
7188,53,Real Estate and Rental and Leasing,39-9010,Childcare Workers,broad,100,20.7,0,~,13.45,27970,6.7,9.02,10,12.3,16.2,18.29,18770,20800,25590,33700,38040,,
7189,53,Real Estate and Rental and Leasing,39-9011,Childcare Workers,detailed,100,20.7,0,~,13.45,27970,6.7,9.02,10,12.3,16.2,18.29,18770,20800,25590,33700,38040,,
7190,53,Real Estate and Rental and Leasing,39-9030,Recreation and Fitness Workers,broad,3120,9.9,0.15,~,15.63,32500,3.2,9.32,10.83,13.42,18.43,25.78,19400,22520,27910,38330,53630,,
7191,53,Real Estate and Rental and Leasing,39-9031,Fitness Trainers and Aerobics Instructors,detailed,650,26.9,0.03,~,22.01,45790,7.8,9.55,13.08,21.71,28.03,35.58,19870,27210,45150,58290,74000,,
7192,53,Real Estate and Rental and Leasing,39-9032,Recreation Workers,detailed,2470,10.5,0.12,~,13.95,29010,1.9,9.3,10.62,12.53,16.46,20.74,19350,22090,26060,34230,43140,,
7193,53,Real Estate and Rental and Leasing,39-9040,Residential Advisors,broad,1060,20.2,0.05,~,15.31,31840,3.9,9.29,11.23,14.52,18.6,22.75,19330,23350,30200,38680,47320,,
7194,53,Real Estate and Rental and Leasing,39-9041,Residential Advisors,detailed,1060,20.2,0.05,~,15.31,31840,3.9,9.29,11.23,14.52,18.6,22.75,19330,23350,30200,38680,47320,,
7195,53,Real Estate and Rental and Leasing,39-9090,Miscellaneous Personal Care and Service Workers,broad,380,21.1,0.02,~,15.14,31480,7.4,9.37,10.49,13.62,19.85,23.45,19480,21820,28330,41290,48770,,
7196,53,Real Estate and Rental and Leasing,39-9099,"Personal Care and Service Workers, All Other",detailed,380,21.1,0.02,~,15.14,31480,7.4,9.37,10.49,13.62,19.85,23.45,19480,21820,28330,41290,48770,,
7197,53,Real Estate and Rental and Leasing,41-0000,Sales and Related Occupations,major,471970,0.9,21.98,50,21.09,43860,0.7,9.57,11.52,15.7,23.74,37.1,19900,23960,32650,49380,77160,,
7198,53,Real Estate and Rental and Leasing,41-1000,Supervisors of Sales Workers,minor,33620,2.1,1.57,~,24.71,51400,1,12.66,16.03,21.7,29.27,38.88,26340,33340,45130,60880,80880,,
7199,53,Real Estate and Rental and Leasing,41-1010,First-Line Supervisors of Sales Workers,broad,33620,2.1,1.57,~,24.71,51400,1,12.66,16.03,21.7,29.27,38.88,26340,33340,45130,60880,80880,,
7200,53,Real Estate and Rental and Leasing,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,25130,2.5,1.17,5,21.71,45160,0.9,12.18,15.07,19.77,26.42,34.14,25330,31340,41120,54950,71020,,
7201,53,Real Estate and Rental and Leasing,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,8490,4.4,0.4,1,33.59,69870,2.2,16.15,21.35,28.47,38.55,58.23,33600,44400,59220,80190,121120,,
7202,53,Real Estate and Rental and Leasing,41-2000,Retail Sales Workers,minor,243380,1.3,11.33,~,14.09,29300,0.5,9.11,10.42,12.64,16.45,21.21,18940,21660,26300,34210,44120,,
7203,53,Real Estate and Rental and Leasing,41-2010,Cashiers,broad,3560,9.5,0.17,~,10.46,21750,1.5,8.12,8.84,9.68,11.41,13.67,16890,18390,20130,23730,28440,,
7204,53,Real Estate and Rental and Leasing,41-2011,Cashiers,detailed,3560,9.5,0.17,~,10.46,21750,1.5,8.12,8.84,9.68,11.41,13.67,16890,18390,20130,23730,28440,,
7205,53,Real Estate and Rental and Leasing,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,225830,1.3,10.52,~,14.13,29390,0.5,9.19,10.51,12.78,16.56,21.23,19110,21870,26580,34440,44160,,
7206,53,Real Estate and Rental and Leasing,41-2021,Counter and Rental Clerks,detailed,224770,1.3,10.47,22,14.11,29350,0.5,9.18,10.51,12.77,16.52,21.17,19100,21850,26550,34370,44030,,
7207,53,Real Estate and Rental and Leasing,41-2022,Parts Salespersons,detailed,1060,10.9,0.05,~,18.24,37950,3.3,10.28,12.5,17.68,22.46,27.71,21370,25990,36760,46730,57630,,
7208,53,Real Estate and Rental and Leasing,41-2030,Retail Salespersons,broad,13990,6.1,0.65,~,14.34,29820,2.1,8.62,9.68,11.66,15.54,22.5,17920,20140,24260,32320,46810,,
7209,53,Real Estate and Rental and Leasing,41-2031,Retail Salespersons,detailed,13990,6.1,0.65,1,14.34,29820,2.1,8.62,9.68,11.66,15.54,22.5,17920,20140,24260,32320,46810,,
7210,53,Real Estate and Rental and Leasing,41-3000,"Sales Representatives, Services",minor,26780,3.3,1.25,~,29.64,61660,1.7,12.05,16.46,24.68,35.36,51.79,25060,34230,51340,73550,107720,,
7211,53,Real Estate and Rental and Leasing,41-3010,Advertising Sales Agents,broad,240,21.7,0.01,~,27.31,56810,9.3,12.93,17.12,24.28,31.67,48.44,26890,35620,50500,65880,100760,,
7212,53,Real Estate and Rental and Leasing,41-3011,Advertising Sales Agents,detailed,240,21.7,0.01,~,27.31,56810,9.3,12.93,17.12,24.28,31.67,48.44,26890,35620,50500,65880,100760,,
7213,53,Real Estate and Rental and Leasing,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,210,40.8,0.01,~,67.39,140180,13.5,20.83,35.72,49.53,92.71,#,43330,74290,103020,192830,#,,
7214,53,Real Estate and Rental and Leasing,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,210,40.8,0.01,~,67.39,140180,13.5,20.83,35.72,49.53,92.71,#,43330,74290,103020,192830,#,,
7215,53,Real Estate and Rental and Leasing,41-3090,"Miscellaneous Sales Representatives, Services",broad,25800,3.4,1.2,~,29.47,61300,1.6,11.98,16.49,24.72,35.21,51.36,24910,34290,51420,73240,106820,,
7216,53,Real Estate and Rental and Leasing,41-3099,"Sales Representatives, Services, All Other",detailed,25800,3.4,1.2,3,29.47,61300,1.6,11.98,16.49,24.72,35.21,51.36,24910,34290,51420,73240,106820,,
7217,53,Real Estate and Rental and Leasing,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,11300,4.2,0.53,~,32.98,68590,2.1,14.28,19.59,27.51,39,58.37,29710,40750,57220,81120,121400,,
7218,53,Real Estate and Rental and Leasing,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,11300,4.2,0.53,~,32.98,68590,2.1,14.28,19.59,27.51,39,58.37,29710,40750,57220,81120,121400,,
7219,53,Real Estate and Rental and Leasing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,1690,11.2,0.08,~,34.32,71380,3.7,15.07,20.64,29.28,41.96,63.24,31340,42940,60900,87270,131540,,
7220,53,Real Estate and Rental and Leasing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,9610,4.6,0.45,1,32.74,68100,2.4,14.17,19.46,27.15,38.62,57.62,29470,40470,56480,80330,119850,,
7221,53,Real Estate and Rental and Leasing,41-9000,Other Sales and Related Workers,minor,156900,1.5,7.31,~,28.85,60010,1.3,10.77,14.68,21.44,33.26,54.49,22400,30540,44600,69170,113330,,
7222,53,Real Estate and Rental and Leasing,41-9010,"Models, Demonstrators, and Product Promoters",broad,370,40.5,0.02,~,14.69,30550,6,8.65,10.29,13.25,18.89,22.84,17990,21410,27560,39280,47500,,
7223,53,Real Estate and Rental and Leasing,41-9011,Demonstrators and Product Promoters,detailed,370,40.5,0.02,~,14.69,30550,6,8.65,10.29,13.25,18.89,22.84,17990,21410,27560,39280,47500,,
7224,53,Real Estate and Rental and Leasing,41-9020,Real Estate Brokers and Sales Agents,broad,153350,1.6,7.14,~,29.12,60560,1.3,10.89,14.83,21.69,33.6,55.05,22650,30850,45100,69880,114500,,
7225,53,Real Estate and Rental and Leasing,41-9021,Real Estate Brokers,detailed,36420,3.3,1.7,7,36.3,75510,2.9,11.44,16.69,26.77,41.64,73.51,23800,34720,55680,86610,152910,,
7226,53,Real Estate and Rental and Leasing,41-9022,Real Estate Sales Agents,detailed,116940,1.9,5.45,18,26.88,55900,1.4,10.75,14.46,20.51,30.62,49.13,22370,30070,42670,63690,102200,,
7227,53,Real Estate and Rental and Leasing,41-9030,Sales Engineers,broad,160,47.5,0.01,~,47.77,99370,3.6,35.79,41.09,45.2,49.73,71.93,74440,85460,94020,103440,149620,,
7228,53,Real Estate and Rental and Leasing,41-9031,Sales Engineers,detailed,160,47.5,0.01,~,47.77,99370,3.6,35.79,41.09,45.2,49.73,71.93,74440,85460,94020,103440,149620,,
7229,53,Real Estate and Rental and Leasing,41-9040,Telemarketers,broad,1240,17.5,0.06,~,13.73,28550,4.2,8.89,10.67,12.9,15.71,18.89,18500,22200,26840,32670,39290,,
7230,53,Real Estate and Rental and Leasing,41-9041,Telemarketers,detailed,1240,17.5,0.06,~,13.73,28550,4.2,8.89,10.67,12.9,15.71,18.89,18500,22200,26840,32670,39290,,
7231,53,Real Estate and Rental and Leasing,41-9090,Miscellaneous Sales and Related Workers,broad,1780,10.8,0.08,~,18.01,37470,4.1,9.59,11.6,15.45,20.16,29.3,19960,24120,32140,41930,60930,,
7232,53,Real Estate and Rental and Leasing,41-9099,"Sales and Related Workers, All Other",detailed,1780,10.8,0.08,~,18.01,37470,4.1,9.59,11.6,15.45,20.16,29.3,19960,24120,32140,41930,60930,,
7233,53,Real Estate and Rental and Leasing,43-0000,Office and Administrative Support Occupations,major,447920,0.9,20.86,47,17.83,37080,0.4,10.1,12.66,16.41,21.5,27.89,21000,26320,34140,44710,58010,,
7234,53,Real Estate and Rental and Leasing,43-1000,Supervisors of Office and Administrative Support Workers,minor,25910,2.3,1.21,~,26.98,56110,0.8,15.61,19.13,25,32.12,41.48,32470,39800,52000,66810,86280,,
7235,53,Real Estate and Rental and Leasing,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,25910,2.3,1.21,~,26.98,56110,0.8,15.61,19.13,25,32.12,41.48,32470,39800,52000,66810,86280,,
7236,53,Real Estate and Rental and Leasing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,25910,2.3,1.21,5,26.98,56110,0.8,15.61,19.13,25,32.12,41.48,32470,39800,52000,66810,86280,,
7237,53,Real Estate and Rental and Leasing,43-2000,Communications Equipment Operators,minor,760,12.3,0.04,~,15.3,31820,3.5,9.95,11.42,14.12,17.74,22.84,20690,23750,29370,36890,47520,,
7238,53,Real Estate and Rental and Leasing,43-2010,"Switchboard Operators, Including Answering Service",broad,710,12.4,0.03,~,15.14,31500,3.3,9.87,11.49,14.14,17.76,22.83,20540,23890,29420,36950,47490,,
7239,53,Real Estate and Rental and Leasing,43-2011,"Switchboard Operators, Including Answering Service",detailed,710,12.4,0.03,~,15.14,31500,3.3,9.87,11.49,14.14,17.76,22.83,20540,23890,29420,36950,47490,,
7240,53,Real Estate and Rental and Leasing,43-2020,Telephone Operators,broad,**,**,**,~,17.56,36520,28.9,10.42,11.04,13.43,17.5,23.77,21680,22970,27930,36400,49430,,
7241,53,Real Estate and Rental and Leasing,43-2021,Telephone Operators,detailed,**,**,**,~,17.56,36520,28.9,10.42,11.04,13.43,17.5,23.77,21680,22970,27930,36400,49430,,
7242,53,Real Estate and Rental and Leasing,43-3000,Financial Clerks,minor,74860,2,3.49,~,20.06,41720,0.7,11.98,15.17,18.99,24.05,29.64,24920,31560,39490,50030,61650,,
7243,53,Real Estate and Rental and Leasing,43-3010,Bill and Account Collectors,broad,5360,9.8,0.25,~,17.22,35810,1.4,11.07,13.17,16.05,19.64,24.81,23020,27400,33390,40840,51610,,
7244,53,Real Estate and Rental and Leasing,43-3011,Bill and Account Collectors,detailed,5360,9.8,0.25,1,17.22,35810,1.4,11.07,13.17,16.05,19.64,24.81,23020,27400,33390,40840,51610,,
7245,53,Real Estate and Rental and Leasing,43-3020,Billing and Posting Clerks,broad,5740,6.1,0.27,~,18.03,37510,1.5,12.13,14.34,17.19,20.62,25.11,25240,29840,35750,42880,52230,,
7246,53,Real Estate and Rental and Leasing,43-3021,Billing and Posting Clerks,detailed,5740,6.1,0.27,1,18.03,37510,1.5,12.13,14.34,17.19,20.62,25.11,25240,29840,35750,42880,52230,,
7247,53,Real Estate and Rental and Leasing,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,59860,2.1,2.79,~,20.47,42580,0.8,12.06,15.56,19.49,24.54,30.03,25090,32360,40540,51050,62450,,
7248,53,Real Estate and Rental and Leasing,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,59860,2.1,2.79,11,20.47,42580,0.8,12.06,15.56,19.49,24.54,30.03,25090,32360,40540,51050,62450,,
7249,53,Real Estate and Rental and Leasing,43-3050,Payroll and Timekeeping Clerks,broad,2120,7.9,0.1,~,21.53,44770,2,11.99,15.78,21.26,26.33,31.23,24940,32820,44230,54760,64960,,
7250,53,Real Estate and Rental and Leasing,43-3051,Payroll and Timekeeping Clerks,detailed,2120,7.9,0.1,~,21.53,44770,2,11.99,15.78,21.26,26.33,31.23,24940,32820,44230,54760,64960,,
7251,53,Real Estate and Rental and Leasing,43-3060,Procurement Clerks,broad,1370,21.9,0.06,~,19.85,41290,1.6,13.69,16.09,19.69,23.36,26.95,28470,33460,40960,48590,56060,,
7252,53,Real Estate and Rental and Leasing,43-3061,Procurement Clerks,detailed,1370,21.9,0.06,~,19.85,41290,1.6,13.69,16.09,19.69,23.36,26.95,28470,33460,40960,48590,56060,,
7253,53,Real Estate and Rental and Leasing,43-3090,Miscellaneous Financial Clerks,broad,420,18.7,0.02,~,18.44,38360,4.5,11.66,15.58,17.89,20.74,24.93,24250,32410,37220,43150,51850,,
7254,53,Real Estate and Rental and Leasing,43-3099,"Financial Clerks, All Other",detailed,420,18.7,0.02,~,18.44,38360,4.5,11.66,15.58,17.89,20.74,24.93,24250,32410,37220,43150,51850,,
7255,53,Real Estate and Rental and Leasing,43-4000,Information and Record Clerks,minor,91890,2.1,4.28,~,15.53,32300,0.6,9.84,11.67,14.44,18.2,23.19,20460,24280,30030,37860,48240,,
7256,53,Real Estate and Rental and Leasing,43-4010,Brokerage Clerks,broad,**,**,**,~,19.06,39650,6.7,14.38,16.23,18.45,21.73,23.94,29920,33750,38380,45190,49790,,
7257,53,Real Estate and Rental and Leasing,43-4011,Brokerage Clerks,detailed,**,**,**,~,19.06,39650,6.7,14.38,16.23,18.45,21.73,23.94,29920,33750,38380,45190,49790,,
7258,53,Real Estate and Rental and Leasing,43-4020,Correspondence Clerks,broad,40,31.4,0,~,14.76,30700,5.1,10.08,10.93,13.27,18.21,22.21,20960,22730,27600,37870,46200,,
7259,53,Real Estate and Rental and Leasing,43-4021,Correspondence Clerks,detailed,40,31.4,0,~,14.76,30700,5.1,10.08,10.93,13.27,18.21,22.21,20960,22730,27600,37870,46200,,
7260,53,Real Estate and Rental and Leasing,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,430,14.3,0.02,~,18.96,39430,4.6,11.48,13.52,16.81,23.41,28.8,23870,28120,34960,48690,59900,,
7261,53,Real Estate and Rental and Leasing,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,430,14.3,0.02,~,18.96,39430,4.6,11.48,13.52,16.81,23.41,28.8,23870,28120,34960,48690,59900,,
7262,53,Real Estate and Rental and Leasing,43-4050,Customer Service Representatives,broad,45010,2.9,2.1,~,16.34,33990,0.8,10.16,12.2,15.18,18.95,24.31,21130,25380,31570,39420,50570,,
7263,53,Real Estate and Rental and Leasing,43-4051,Customer Service Representatives,detailed,45010,2.9,2.1,4,16.34,33990,0.8,10.16,12.2,15.18,18.95,24.31,21130,25380,31570,39420,50570,,
7264,53,Real Estate and Rental and Leasing,43-4060,"Eligibility Interviewers, Government Programs",broad,200,29.4,0.01,~,17.06,35490,7.6,10.24,11.71,15.11,20.33,27,21300,24350,31430,42280,56160,,
7265,53,Real Estate and Rental and Leasing,43-4061,"Eligibility Interviewers, Government Programs",detailed,200,29.4,0.01,~,17.06,35490,7.6,10.24,11.71,15.11,20.33,27,21300,24350,31430,42280,56160,,
7266,53,Real Estate and Rental and Leasing,43-4070,File Clerks,broad,990,16.6,0.05,~,13.11,27280,2.6,8.78,9.73,12,15.92,18.9,18270,20230,24950,33110,39320,,
7267,53,Real Estate and Rental and Leasing,43-4071,File Clerks,detailed,990,16.6,0.05,~,13.11,27280,2.6,8.78,9.73,12,15.92,18.9,18270,20230,24950,33110,39320,,
7268,53,Real Estate and Rental and Leasing,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,3310,8.4,0.15,~,12.61,26230,1.6,8.72,10.1,11.88,14.45,17.67,18140,21020,24710,30050,36750,,
7269,53,Real Estate and Rental and Leasing,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,3310,8.4,0.15,~,12.61,26230,1.6,8.72,10.1,11.88,14.45,17.67,18140,21020,24710,30050,36750,,
7270,53,Real Estate and Rental and Leasing,43-4110,"Interviewers, Except Eligibility and Loan",broad,240,20.2,0.01,~,17.63,36660,4.8,11.5,13.97,17.19,21.61,24.28,23910,29060,35750,44940,50490,,
7271,53,Real Estate and Rental and Leasing,43-4111,"Interviewers, Except Eligibility and Loan",detailed,240,20.2,0.01,~,17.63,36660,4.8,11.5,13.97,17.19,21.61,24.28,23910,29060,35750,44940,50490,,
7272,53,Real Estate and Rental and Leasing,43-4130,Loan Interviewers and Clerks,broad,3850,12.3,0.18,~,19.68,40940,3,12.18,15.18,18.96,23.79,28.93,25340,31570,39440,49490,60170,,
7273,53,Real Estate and Rental and Leasing,43-4131,Loan Interviewers and Clerks,detailed,3850,12.3,0.18,~,19.68,40940,3,12.18,15.18,18.96,23.79,28.93,25340,31570,39440,49490,60170,,
7274,53,Real Estate and Rental and Leasing,43-4150,Order Clerks,broad,1870,11.3,0.09,~,15.74,32730,5.6,9.27,11.04,14.46,19.78,23.88,19280,22950,30070,41130,49670,,
7275,53,Real Estate and Rental and Leasing,43-4151,Order Clerks,detailed,1870,11.3,0.09,~,15.74,32730,5.6,9.27,11.04,14.46,19.78,23.88,19280,22950,30070,41130,49670,,
7276,53,Real Estate and Rental and Leasing,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,830,8.3,0.04,~,20.41,42460,2.1,12.72,16.14,19.94,24.23,29.77,26450,33570,41490,50400,61920,,
7277,53,Real Estate and Rental and Leasing,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,830,8.3,0.04,~,20.41,42460,2.1,12.72,16.14,19.94,24.23,29.77,26450,33570,41490,50400,61920,,
7278,53,Real Estate and Rental and Leasing,43-4170,Receptionists and Information Clerks,broad,28800,3.7,1.34,~,13.9,28910,0.8,9.6,11.09,13.39,16.01,19.01,19960,23080,27840,33290,39530,,
7279,53,Real Estate and Rental and Leasing,43-4171,Receptionists and Information Clerks,detailed,28800,3.7,1.34,4,13.9,28910,0.8,9.6,11.09,13.39,16.01,19.01,19960,23080,27840,33290,39530,,
7280,53,Real Estate and Rental and Leasing,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,840,19.8,0.04,~,16.19,33680,2.9,10.23,12.24,14.97,18.73,25.98,21280,25460,31130,38960,54030,,
7281,53,Real Estate and Rental and Leasing,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,840,19.8,0.04,~,16.19,33680,2.9,10.23,12.24,14.97,18.73,25.98,21280,25460,31130,38960,54030,,
7282,53,Real Estate and Rental and Leasing,43-4190,Miscellaneous Information and Record Clerks,broad,5310,7.2,0.25,~,15.27,31760,2.2,9.8,11.63,14.42,18.08,22.47,20380,24190,29980,37610,46730,,
7283,53,Real Estate and Rental and Leasing,43-4199,"Information and Record Clerks, All Other",detailed,5310,7.2,0.25,1,15.27,31760,2.2,9.8,11.63,14.42,18.08,22.47,20380,24190,29980,37610,46730,,
7284,53,Real Estate and Rental and Leasing,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,15470,3.8,0.72,~,16.9,35150,1,10.01,11.8,15.34,20.07,26.65,20820,24550,31910,41750,55430,,
7285,53,Real Estate and Rental and Leasing,43-5020,Couriers and Messengers,broad,750,28.4,0.04,~,14.03,29190,2,10,11.55,13.73,16.42,18.57,20810,24030,28560,34140,38620,,
